x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-161.146440159973,-325.875855890523,0,bridge,,,,
-86.7536188969017,-92.1057777400472,0,bridge,,,,
38.3117874558047,-355.074817816635,0,bridge,,,,
29.9937348130659,-313.720568151905,0,bridge,,,,
68.9466145946412,-231.787966130148,0,bridge,,,,
-77.7200086592377,-428.012090924125,0,bridge,,,,
-28.7752132649094,-394.953135634248,0,bridge,,,,
-90.2872557055274,-387.747560886066,0,bridge,,,,
-102.79383537539,-331.586805155843,0,bridge,,,,
-75.2861057766091,-211.779188455618,0,bridge,,,,
136.398170127128,-163.941752640846,0,bridge,,,,
-145.10036111798,-262.431001997632,0,bridge,,,,
39.674940783809,-73.6406869761109,0,bridge,,,,
41.6198528746479,-208.839292990049,0,bridge,,,,
31.4119263213151,-178.537580576833,0,bridge,,,,
80.5132483742449,-148.911260181966,0,bridge,,,,
61.8253083551378,-76.9362637754358,0,bridge,,,,
46.3083639182124,-412.355639971676,0,bridge,,,,
106.970678154059,-186.536218025355,0,bridge,,,,
-116.807048782371,-89.4077528820568,0,bridge,,,,
93.0955766630746,-254.207578680587,0,bridge,,,,
16.3523052590342,-224.595089991227,0,bridge,,,,
155.384329272293,-220.43176793165,0,bridge,,,,
-172.177155226111,-275.013627673556,0,bridge,,,,
-165.765229676741,-349.439791402307,0,bridge,,,,
-188.258819164367,-231.729225180354,0,bridge,,,,
-150.288435470401,-205.378765087867,0,bridge,,,,
142.910177993721,-266.158542600498,0,bridge,,,,
155.731227124838,-292.34814040151,0,bridge,,,,
41.3729716948598,-103.128824493901,0,bridge,,,,
29.5794009742314,-212.362109881266,0,bridge,,,,
-36.2040973567047,-327.034202296485,0,bridge,,,,
-92.6770487338915,-109.211040913884,0,bridge,,,,
-56.0384648655706,-103.088791901608,0,bridge,,,,
119.347537246973,-308.555767371098,0,bridge,,,,
32.6198888536033,-253.226576768819,0,bridge,,,,
-53.0975559770597,-332.259337906573,0,bridge,,,,
99.1810349278863,-415.944899867561,0,bridge,,,,
-42.2237448072966,-318.81399026305,0,bridge,,,,
24.9124872930857,-210.736039706057,0,bridge,,,,
72.7410715818992,-355.231632048108,0,bridge,,,,
-45.5332380204983,-133.130163990805,0,bridge,,,,
146.376648985441,-120.894226908405,0,bridge,,,,
115.390042529502,-232.438835716965,0,bridge,,,,
-121.202122230994,-321.518544906494,0,bridge,,,,
-98.2709138062627,-157.036627595671,0,bridge,,,,
-155.509642002963,-176.427529754949,0,bridge,,,,
-173.45011226906,-339.382293287133,0,bridge,,,,
-106.307607760009,-126.886406595847,0,bridge,,,,
1.71735733060084,-244.976053241393,0,bridge,,,,
45.1514821314876,-261.363518201837,0,bridge,,,,
180.972799405667,-324.1672990631,0,bridge,,,,
-10.9047818001725,-76.6407256182385,0,bridge,,,,
-124.400108142311,-248.392461974675,0,bridge,,,,
157.905499120136,-300.044141007851,0,bridge,,,,
114.619355935696,-256.694172969206,0,bridge,,,,
92.9227122589827,-314.372863464376,0,bridge,,,,
-59.5066657242829,-294.143758091303,0,bridge,,,,
-88.7567163563141,-105.170430269808,0,bridge,,,,
25.6720519561234,-143.291061509647,0,bridge,,,,
147.9471671385,-302.535425401861,0,bridge,,,,
74.4006863185341,-396.345907329502,0,bridge,,,,
97.1491104878972,-218.947348300587,0,bridge,,,,
-60.4511082565031,-423.157114351433,0,bridge,,,,
-42.2373636170851,-78.9356457458404,0,bridge,,,,
131.214275515265,-271.901193962818,0,bridge,,,,
100.264051102629,-218.0264616104,0,bridge,,,,
-85.677180116956,-346.740617954321,0,bridge,,,,
106.229511142535,-303.342338678422,0,bridge,,,,
-172.560772620934,-318.964770804096,0,bridge,,,,
-72.6265445583397,-418.172947164501,0,bridge,,,,
140.684115095125,-327.108630996982,0,bridge,,,,
-23.0459352063757,-447.891023114457,0,bridge,,,,
41.9171542754701,-272.464613059576,0,bridge,,,,
-191.704999400592,-199.868818671616,0,bridge,,,,
-62.2135723156824,-427.326933171649,0,bridge,,,,
-128.917206469433,-187.288139889368,0,bridge,,,,
-129.644282121479,-278.279301968946,0,bridge,,,,
39.8529400395787,-195.627904669238,0,bridge,,,,
-164.347662654568,-255.069796650174,0,bridge,,,,
40.600706952579,-91.32654185794,0,bridge,,,,
147.078910074749,-283.531082095398,0,bridge,,,,
-26.7377622460043,-62.9713838745671,0,bridge,,,,
-14.8392927188462,-384.140109416456,0,bridge,,,,
140.77118070267,-247.244464436072,0,bridge,,,,
42.4106467897447,-66.1530428320219,0,bridge,,,,
-36.2027637742047,-223.875831969583,0,bridge,,,,
35.5487025334192,-265.937124058418,0,bridge,,,,
-142.446939390635,-367.305654424028,0,bridge,,,,
-26.3213050980754,-86.1622482566533,0,bridge,,,,
158.025348765226,-173.106530466757,0,bridge,,,,
163.207250113491,-329.377179653737,0,bridge,,,,
139.926906725167,-218.791162657829,0,bridge,,,,
-40.5832799384788,-246.650238576242,0,bridge,,,,
51.8779143137204,-159.285518545655,0,bridge,,,,
26.0196242733514,-461.418983373319,0,start,,,,
0.1755707135363,-452.626373766299,0,axon,,,,
12.9434226895485,-37.2044597147439,0,target,,,,
